A000062,A000161,A000186,B000201,B000254,B000271,B000384,B000436,B000593,B000813,B001077,B001208,B001210,C000120,C000154,C000220,C000388,C000444,C000758,C000802,C001006,D000360,D000390,D000409,D000456,E000018,E000055,E000112,E000181,E000211,F000245,F000401,G000267,G000320,G000508,H000291,H000297,H000385,H000559,H000598,H000720,H000875,H000953,I000025,J000013,J000064,J000195,J000267,J000269,K000036,K000044,K000105,K000335,L000122,L000415,L000428,M000053,M000113,M000311,M000332,M000445,M000452,M000486,M000582,M000623,M000671,M000730,M000859,M001014,M001022,M001033,M001078,M001121,N000033,N000052,P000100,P000166,P000193,P000552,P000553,R000046,R000191,R000317,R000536,S000016,S000021,S000174,S000434,S000505,S000590,S000701,S000852,S001136,T000035,T000254,T000322,W000110,W000502,W000518,Y000006,Y000047,Y000053,date,isAmendment,requires,result,title
Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Present,Nay,Nay,Nay,Present,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Present,Present,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Present,Nay,Nay,Present,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Yea,Yea,Present,Yea,1964-02-06,0,,unknown,hr8363
Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,1964-02-07,0,,unknown,hr8363
Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,1964-02-07,0,,unknown,hr8363
Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,1964-02-07,0,,unknown,hr8363
Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,1964-02-07,0,,unknown,hr8363
Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1964-02-25,0,,unknown,
Yea,Nay,Present,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Present,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Present,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Present,Nay,Nay,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Yea,Present,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Present,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,1964-02-25,0,,unknown,
Nay,Yea,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,1964-02-26,0,,unknown,hr8363
Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Present,Present,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,1964-02-26,0,,unknown,hr7152
Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Present,Present,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Present,Nay,Nay,Not Voting,Nay,Present,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,1964-02-27,0,,unknown,hr9637
Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Present,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1964-02-27,0,,unknown,hr9637
Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Present,Nay,Present,Yea,Nay,Present,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Present,Yea,Yea,Yea,Present,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,,Present,Yea,Present,Yea,Yea,Present,Yea,Not Voting,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Present,Present,Yea,Yea,Yea,Present,Yea,Not Voting,Yea,Nay,Nay,Yea,Present,Yea,Yea,,Present,Nay,Nay,Present,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,1964-02-27,0,,unknown,hr6196
Nay,Yea,Present,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Present,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,1964-03-03,0,,unknown,hr6196
Nay,Yea,Present,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Present,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Present,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Present,Nay,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,1964-03-03,0,,unknown,hr6196
Yea,Yea,Present,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Present,Yea,Yea,Yea,Present,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,1964-03-03,0,,unknown,hr6196
Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Present,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Present,Present,Yea,Nay,Nay,Present,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,1964-03-04,0,,unknown,hr6196
Yea,Nay,Present,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Present,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Present,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,,Nay,Yea,Not Voting,Nay,Yea,Present,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,1964-03-04,0,,unknown,hr6196
Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,1964-03-05,0,,unknown,hr6196
Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Present,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Not Voting,,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Present,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,1964-03-05,0,,unknown,hr6196
Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Present,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Present,Nay,Nay,Present,Present,Not Voting,Present,Nay,Nay,Present,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,,Nay,Nay,Yea,Nay,Nay,Present,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,1964-03-05,0,,unknown,hr6196
Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Present,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Present,Nay,Nay,Present,Present,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Not Voting,,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Present,1964-03-06,0,,unknown,hr6196
Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Present,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Present,Nay,Yea,Present,Present,Yea,Yea,Yea,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Present,1964-03-06,0,,unknown,hr6196
Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Present,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Present,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Present,Nay,Yea,Present,Present,Nay,Yea,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Present,1964-03-06,0,,unknown,hr6196
Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Present,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Present,1964-03-06,0,,unknown,hr6196
Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,Yea,Present,Present,Nay,Nay,Nay,Nay,Present,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Present,Nay,Present,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Present,1964-03-06,0,,unknown,hr6196
Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Present,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,Yea,Present,Present,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Nay,,Yea,Yea,Yea,Nay,Yea,Present,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Present,1964-03-06,0,,unknown,hr6196
Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Present,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Present,Nay,Yea,Not Voting,Present,Yea,Nay,Yea,Nay,Present,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Present,1964-03-06,0,,unknown,hr6196
Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Present,1964-03-06,0,,unknown,hr6196
Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,1964-03-26,0,,unknown,hr7152
Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,1964-03-26,0,,unknown,hr7152
Yea,Present,Present,Present,Present,Nay,Present,Present,Present,Present,Present,Present,Present,Present,Present,Nay,Present,Yea,Nay,Nay,Present,Present,Yea,Nay,Yea,Present,Present,Yea,Yea,Yea,Present,Yea,Present,Present,Present,Yea,Present,Yea,Present,Yea,Present,Present,Yea,Present,Present,Present,Present,Present,Nay,Nay,,Yea,Present,Present,Present,Present,Present,Yea,Present,Yea,Present,Yea,Present,Nay,Present,Yea,Nay,Present,Nay,Present,Present,Nay,Present,Present,Present,Present,Yea,Yea,Present,Yea,Present,Yea,Present,Present,,Yea,Present,Nay,Present,Nay,Yea,Present,Yea,Present,Present,Not Voting,Present,Yea,Nay,Present,Yea,Yea,1964-04-04,0,,unknown,hr7152
